"stat_month","storeid","store_type","total_sales_qty","total_begin_qty","total_end_qty","avg_inventory_qty","turnover_ratio"
"2023-07-01","16867",社区店,16496.1400,15995.2400,24531.5802,20263.41010000,0.81408508
"2023-07-01","16869",院外店,73678.4800,194278.2400,190377.4956,192327.86780000,0.38308790
"2023-07-01","16870",社区店,84605.8418,207838.1808,226265.1136,217051.64720000,0.38979589
"2023-07-01","16874",社区店,10482.6060,15690.1220,20866.1060,18278.11400000,0.57350588
"2023-07-01","16875",社区店,15289.9140,17431.4776,71513.7636,44472.62060000,0.34380510
"2023-07-01","16876",社区店,24539.9224,32033.6578,27891.6298,29962.64380000,0.81901725
"2023-07-01","16877",社区店,24364.7610,31948.0614,44974.5504,38461.30590000,0.63348761
"2023-07-01","16879",社区店,20493.1812,22290.2966,29687.3726,25988.83460000,0.78853790
"2023-07-01","16880",社区店,46211.6978,43693.1408,44610.2430,44151.69190000,1.04665746
"2023-07-01","16881",社区店,24427.2240,20421.1860,19311.1860,19866.18600000,1.22958800
"2023-07-01","16883",院外店,86637.2200,412450.0884,428817.7486,420633.91850000,0.20596822
"2023-07-01","16884",院外店,21608.2350,31722.7980,33182.9181,32452.85805000,0.66583457
"2023-07-01","16885",社区店,38822.7072,41745.2900,38121.0100,39933.15000000,0.97219245
"2023-07-01","16887",社区店,39946.3200,54272.0700,77824.2000,66048.13500000,0.60480617
"2023-07-01","16890",社区店,38733.7612,31821.0212,41457.9060,36639.46360000,1.05715961
"2023-07-01","16892",院外店,5547.9000,4666.5600,12053.4800,8360.02000000,0.66362281
"2023-07-01","16893",社区店,29116.4780,22657.1720,33209.2840,27933.22800000,1.04235994
"2023-07-01","16894",社区店,7140.4488,19542.0100,23452.5016,21497.25580000,0.33215629
"2023-07-01","16895",社区店,6931.3420,5620.3640,12447.6138,9033.98890000,0.76725155
"2023-07-01","16896",社区店,10294.0108,16936.7000,24914.7000,20925.70000000,0.49193149
"2023-07-01","16898",社区店,23579.4800,16751.7440,40178.1840,28464.96400000,0.82836851
"2023-07-01","16899",社区店,98877.0000,83016.0000,98608.1340,90812.06700000,1.08880904
"2023-07-01","16900",社区店,21352.2048,26701.0000,29766.7048,28233.85240000,0.75626253
"2023-07-01","16901",社区店,68304.3474,24047.7460,29833.3986,26940.57230000,2.53537106
"2023-07-01","16902",社区店,31883.3608,20145.6108,25987.0000,23066.30540000,1.38224827
"2023-07-01","16903",社区店,18061.7610,53639.4240,59980.9350,56810.17950000,0.31793177
"2023-07-01","16904",社区店,27106.9680,29485.2600,26829.2482,28157.25410000,0.96269927
"2023-07-01","16906",社区店,15839.5120,18026.6686,21783.1012,19904.88490000,0.79576003
"2023-07-01","16907",社区店,68969.2558,30873.4908,38928.7016,34901.09620000,1.97613437
"2023-07-01","16908",社区店,73903.4000,38413.4240,52501.4240,45457.42400000,1.62577184
"2023-07-01","16910",社区店,30742.5736,34184.7946,33915.4210,34050.10780000,0.90286273
"2023-07-01","16911",社区店,33410.0460,77171.5080,73728.3120,75449.91000000,0.44281094
"2023-07-01","16913",社区店,54148.6500,78093.9000,64218.0000,71155.95000000,0.76098555
"2023-07-01","16914",社区店,26302.0960,28518.9360,31192.6400,29855.78800000,0.88097142
"2023-07-01","16917",社区店,16677.1780,16678.9600,17532.2800,17105.62000000,0.97495314
"2023-07-01","16918",社区店,19774.4366,30822.4194,46409.8826,38616.15100000,0.51207684
"2023-07-01","16919",社区店,9593.6240,17902.3800,22814.3060,20358.34300000,0.47123795
"2023-07-01","16920",社区店,47551.0260,37181.6580,25164.2820,31172.97000000,1.52539286
"2023-07-01","16921",社区店,14005.9600,8380.2800,11869.6800,10124.98000000,1.38330742
"2023-07-01","16922",社区店,92569.1000,41337.7256,76894.2256,59115.97560000,1.56588974
"2023-07-01","16924",社区店,56929.1800,30122.2408,34340.1934,32231.21710000,1.76627459
"2023-07-01","16928",社区店,6695.6694,25966.5600,31806.2674,28886.41370000,0.23179303
"2023-07-01","16930",社区店,116948.7000,145021.6000,150477.4000,147749.50000000,0.79153364
"2023-07-01","16933",院外店,39381.4000,32182.9880,36970.8820,34576.93500000,1.13894999
"2023-07-01","170559",社区店,11499.5126,23502.3120,30556.4994,27029.40570000,0.42544452
"2023-07-01","175268",院外店,6698.0400,16340.7200,14586.6000,15463.66000000,0.43314713
"2023-07-01","176166",院外店,11023.8178,33578.0268,42133.9204,37855.97360000,0.29120418
"2023-07-01","177278",院外店,14479.3000,19112.0000,24725.0000,21918.50000000,0.66059721
"2023-07-01","178668",社区店,11459.0658,16290.6620,17660.8182,16975.74010000,0.67502599
"2023-07-01","179249",社区店,10935.3880,9745.2400,19036.0520,14390.64600000,0.75989555
"2023-07-01","181624",社区店,7093.4180,25792.0380,28204.6200,26998.32900000,0.26273544
"2023-07-01","182399",社区店,9683.7340,21851.8280,21812.2020,21832.01500000,0.44355658
"2023-07-01","182985",社区店,6008.2720,7865.6400,10110.4660,8988.05300000,0.66847313
"2023-07-01","183039",社区店,16446.7200,19520.8020,56046.4320,37783.61700000,0.43528707
"2023-07-01","184054",社区店,22576.8219,44586.6381,43645.8159,44116.22700000,0.51175776
"2023-07-01","189606",社区店,13921.2680,16907.4180,19866.3500,18386.88400000,0.75713035
"2023-07-01","190106",院外店,11462.0086,28630.0000,30403.6714,29516.83570000,0.38832104
"2023-07-01","190375",社区店,31638.6600,41235.9240,46133.5740,43684.74900000,0.72424955
"2023-07-01","191398",社区店,15182.2600,15470.4000,17329.4880,16399.94400000,0.92575072
"2023-07-01","192925",社区店,48056.1400,30061.3200,88083.1800,59072.25000000,0.81351463
"2023-07-01","193138",社区店,5846.3440,9408.0000,15160.8040,12284.40200000,0.47591604
"2023-07-01","193416",社区店,10856.0880,26486.8580,32437.3120,29462.08500000,0.36847656
"2023-07-01","198166",院外店,8358.0000,16330.0000,19094.0000,17712.00000000,0.47188346
"2023-07-01","198757",院外店,11015.7640,29705.3800,39559.8360,34632.60800000,0.31807491
"2023-07-01","199489",院外店,1045.2600,2064.0000,3501.1200,2782.56000000,0.37564688
"2023-07-01","199507",社区店,24259.7600,41922.8000,49928.8400,45925.82000000,0.52823792
"2023-07-01","201010",社区店,5841.3880,9511.5100,14307.4380,11909.47400000,0.49048245
"2023-07-01","201113",社区店,35487.1960,26952.8040,40433.4680,33693.13600000,1.05324704
"2023-07-01","202020",社区店,127597.2000,99231.0000,135977.4000,117604.20000000,1.08497145
"2023-07-01","206516",社区店,20881.6320,55635.4000,72015.8280,63825.61400000,0.32716695
"2023-07-01","206688",社区店,6825.9880,7192.6000,16840.8620,12016.73100000,0.56804034
"2023-07-01","206718",社区店,1866.9400,3200.0000,5564.2600,4382.13000000,0.42603482
"2023-07-01","207313",社区店,11150.0440,15887.1900,33797.4560,24842.32300000,0.44883258
"2023-07-01","207321",社区店,6584.7734,17178.7334,20407.5600,18793.14670000,0.35038163
"2023-07-01","208556",社区店,27342.0000,32604.0000,40252.0000,36428.00000000,0.75057647
"2023-07-01","208696",社区店,13678.2690,43823.6314,50620.5546,47222.09300000,0.28965825
"2023-07-01","209415",社区店,4334.3800,10416.0000,12304.7200,11360.36000000,0.38153544
"2023-07-01","212947",社区店,7623.7230,32512.6200,31176.4050,31844.51250000,0.23940460
"2023-07-01","213054",社区店,5412.0240,11421.1800,14950.2640,13185.72200000,0.41044578
"2023-07-01","214264",社区店,8859.5000,15664.0000,16400.8600,16032.43000000,0.55259870
"2023-07-01","214796",社区店,28733.0800,23864.0000,86413.9200,55138.96000000,0.52110304
"2023-07-01","215221",社区店,3714.2400,6256.0000,16238.2000,11247.10000000,0.33023979
"2023-07-01","32797",院外店,10500.6966,12155.4134,14142.4950,13148.95420000,0.79859557
"2023-07-01","32821",院外店,21766.4480,27681.2394,9588.4114,18634.82540000,1.16805215
"2023-07-01","38696",社区店,21347.3342,48670.0896,53704.2974,51187.19350000,0.41704443
"2023-07-01","40505",社区店,38971.3550,42655.9722,55393.2132,49024.59270000,0.79493480
"2023-07-01","54878",社区店,14652.2400,35071.8940,39587.6540,37329.77400000,0.39250813
"2023-07-01","58158",社区店,62347.4904,63243.6760,59160.1232,61201.89960000,1.01871822
"2023-07-01","58700",社区店,7718.4194,30758.3400,34123.7600,32441.05000000,0.23792138
"2023-07-01","58722",社区店,9541.7400,24414.8000,25292.4800,24853.64000000,0.38391720
"2023-07-01","61216",非药品老店,10534.0000,9252.0000,7268.0000,8260.00000000,1.27530266
"2023-07-01","64746",社区店,14565.7101,39814.7190,46498.2333,43156.47615000,0.33750925
"2023-07-01","68602",社区店,9677.2160,14164.4120,16105.9960,15135.20400000,0.63938457
"2023-07-01","74123",社区店,71896.7240,65234.9800,77882.2960,71558.63800000,1.00472460
"2023-07-01","79639",院外店,25006.9680,23914.0600,34497.4120,29205.73600000,0.85623481
"2023-07-01","97356",社区店,40634.8380,32959.6620,31869.3240,32414.49300000,1.25360091
"2023-07-01","97376",院外店,10527.4960,10649.5880,17444.7120,14047.15000000,0.74943999
"2023-07-01","98536",社区店,17466.1600,10436.8800,15563.7200,13000.30000000,1.34351976
"2023-08-01","109760",院外店,26563.9479,48327.6384,48302.3694,48315.00390000,0.54980742
"2023-08-01","128540",院外店,10097.5280,25517.7000,25257.4520,25387.57600000,0.39773501
"2023-08-01","130091",社区店,8190.0000,12796.0000,19662.0902,16229.04510000,0.50465076
"2023-08-01","154849",社区店,41576.1720,90413.6128,137440.4808,113927.04680000,0.36493680
"2023-08-01","163093",社区店,47140.1780,41326.7920,1452165.7880,746746.29000000,0.06312743
"2023-08-01","165872",院外店,10485.7040,11121.9848,12644.0140,11882.99940000,0.88241223
"2023-08-01","16864",社区店,23869.7980,14391.5180,6255.4660,10323.49200000,2.31218254
"2023-08-01","16865",社区店,30440.6000,54854.1200,50404.1200,52629.12000000,0.57839842
"2023-08-01","16866",社区店,39044.9004,93030.1890,110361.3002,101695.74460000,0.38393838
"2023-08-01","16867",社区店,15355.5602,19950.8602,18684.5000,19317.68010000,0.79489670
"2023-08-01","16869",院外店,76520.6800,179897.4956,218099.2156,198998.35560000,0.38452920
"2023-08-01","16870",社区店,96973.5204,64776.7136,67910.1696,66343.44160000,1.46168962
"2023-08-01","16874",社区店,11469.6304,11924.9660,15379.8148,13652.39040000,0.84011884
"2023-08-01","16875",社区店,15043.5740,64960.6620,69470.4320,67215.54700000,0.22381092
"2023-08-01","16876",社区店,22427.1242,35714.5914,42102.6988,38908.64510000,0.57640465
"2023-08-01","16877",社区店,28296.1425,40290.0504,43745.7279,42017.88915000,0.67343084
"2023-08-01","16879",社区店,30370.7520,20061.8760,38600.4514,29331.16370000,1.03544313
"2023-08-01","16880",社区店,38581.7656,39789.8014,48184.7018,43987.25160000,0.87711244
"2023-08-01","16881",社区店,16223.8044,13141.2360,19219.7430,16180.48950000,1.00267698
"2023-08-01","16883",院外店,79402.8840,421657.6484,449386.5244,435522.08640000,0.18231654
"2023-08-01","16884",院外店,24646.6650,28954.8630,37671.7080,33313.28550000,0.73984491
"2023-08-01","16885",社区店,32157.8400,32928.8000,53477.0596,43202.92980000,0.74434396
"2023-08-01","16887",社区店,39932.4099,74503.2000,77889.9801,76196.59005000,0.52407082
"2023-08-01","16890",社区店,34796.4088,38334.5252,49275.1788,43804.85200000,0.79435056
"2023-08-01","16892",院外店,7574.1800,10001.4600,12221.9600,11111.71000000,0.68163945
"2023-08-01","16893",社区店,35100.5500,29837.5180,50258.1280,40047.82300000,0.87646586
"2023-08-01","16894",社区店,7998.6466,20093.0216,23054.1442,21573.58290000,0.37076115
"2023-08-01","16895",社区店,7562.5660,5631.8320,10343.9060,7987.86900000,0.94675638
"2023-08-01","16896",社区店,16265.2000,19034.7000,60784.5000,39909.60000000,0.40755106
"2023-08-01","16898",社区店,26092.1420,32904.1840,40582.5240,36743.35400000,0.71011867
"2023-08-01","16899",社区店,72822.0000,72864.0300,91263.0300,82063.53000000,0.88738566
"2023-08-01","16900",社区店,23363.8236,26293.0892,68190.6848,47241.88700000,0.49455737
"2023-08-01","16901",社区店,99116.0820,21117.9320,24129.0680,22623.50000000,4.38111176
"2023-08-01","16902",社区店,27958.8320,24474.6000,140683.8400,82579.22000000,0.33856982
"2023-08-01","16903",社区店,25032.7200,55322.7900,70106.7300,62714.76000000,0.39915196
"2023-08-01","16904",社区店,22980.3000,22479.3000,46214.9320,34347.11600000,0.66906054
"2023-08-01","16906",社区店,16114.6636,16972.5240,35900.5166,26436.52030000,0.60956069
"2023-08-01","16907",社区店,60593.9786,30727.1604,31064.7726,30895.96650000,1.96122618
"2023-08-01","16908",社区店,63698.2080,48134.4440,54490.2360,51312.34000000,1.24138185
"2023-08-01","16910",社区店,29015.3574,29601.7360,49169.9920,39385.86400000,0.73669470
"2023-08-01","16911",社区店,28037.4600,68233.9620,100205.8320,84219.89700000,0.33290779
"2023-08-01","16913",社区店,75530.7360,59720.2500,82205.1480,70962.69900000,1.06437236
"2023-08-01","16914",社区店,34908.1912,22475.8400,28905.1274,25690.48370000,1.35879851
"2023-08-01","16917",社区店,24672.0000,10021.0200,12945.0200,11483.02000000,2.14856370
"2023-08-01","16918",社区店,14267.7846,40849.5786,46515.9960,43682.78730000,0.32662257
"2023-08-01","16919",社区店,16065.5200,16279.3820,38271.1620,27275.27200000,0.58901410
"2023-08-01","16920",社区店,36525.7719,18312.0120,19771.4610,19041.73650000,1.91819542
"2023-08-01","16921",社区店,14094.3432,9291.0800,53805.1480,31548.11400000,0.44675707
"2023-08-01","16922",社区店,84567.9400,33170.3800,33592.2432,33381.31160000,2.53339176
"2023-08-01","16924",社区店,53181.1094,31684.1294,49667.4066,40675.76800000,1.30743958
"2023-08-01","16928",社区店,7737.0640,21347.6240,24434.5600,22891.09200000,0.33799453
"2023-08-01","16930",社区店,101133.1508,132733.6000,135813.8980,134273.74900000,0.75318631
"2023-08-01","16933",院外店,39987.1936,34776.8820,161303.1864,98040.03420000,0.40786596
"2023-08-01","170559",社区店,11303.9560,24742.1660,65384.2100,45063.18800000,0.25084678
"2023-08-01","175268",院外店,4374.4702,9357.0000,10674.4540,10015.72700000,0.43676012
"2023-08-01","176166",院外店,9826.7596,35511.5204,39372.8608,37442.19060000,0.26245151
"2023-08-01","177278",院外店,12422.1760,19054.0000,141370.6820,80212.34100000,0.15486614
"2023-08-01","178668",社区店,9287.6348,12610.4772,32437.2424,22523.85980000,0.41234650
"2023-08-01","179249",社区店,14240.2608,14340.3200,17458.6600,15899.49000000,0.89564261
"2023-08-01","181624",社区店,9891.9560,8982.3560,13934.4000,11458.37800000,0.86329461
"2023-08-01","182399",社区店,5642.7800,8128.1240,10486.7040,9307.41400000,0.60626721
"2023-08-01","182985",社区店,6291.5200,5835.4000,15669.3800,10752.39000000,0.58512758
"2023-08-01","183039",社区店,24598.9620,30912.4320,32304.1680,31608.30000000,0.77824375
"2023-08-01","184054",社区店,17456.8260,30370.3260,32369.2200,31369.77300000,0.55648556
"2023-08-01","189606",社区店,12653.7800,15666.7800,57436.0800,36551.43000000,0.34619110
"2023-08-01","190106",院外店,8430.0000,18324.0000,24366.0000,21345.00000000,0.39494026
"2023-08-01","190375",社区店,24479.6346,33533.5800,53294.9454,43414.26270000,0.56386157
"2023-08-01","191398",社区店,13687.7680,14251.6480,66937.0672,40594.35760000,0.33718400
"2023-08-01","192925",社区店,50759.6500,47791.1800,47489.5680,47640.37400000,1.06547547
"2023-08-01","193138",社区店,6770.5034,8096.0000,13875.0180,10985.50900000,0.61631221
"2023-08-01","193416",社区店,10914.1030,22755.3120,27867.8150,25311.56350000,0.43119039
"2023-08-01","198166",院外店,7133.1400,13766.0000,17244.2040,15505.10200000,0.46005114
"2023-08-01","198757",院外店,10224.2960,20928.4960,26770.8000,23849.64800000,0.42869798
"2023-08-01","199489",院外店,1269.6000,1954.2600,5299.1600,3626.71000000,0.35006934
"2023-08-01","199507",社区店,19067.1608,15057.4400,23509.1220,19283.28100000,0.98879235
"2023-08-01","201010",社区店,5345.4760,9934.5840,15845.3280,12889.95600000,0.41470087
"2023-08-01","201113",社区店,49053.6366,37177.4680,44574.8880,40876.17800000,1.20005438
"2023-08-01","202020",社区店,81408.0000,124560.0000,84477.0000,104518.50000000,0.77888603
"2023-08-01","206516",社区店,21998.2840,65379.7800,79454.9960,72417.38800000,0.30377074
"2023-08-01","206688",社区店,7487.8620,9058.8620,14824.9500,11941.90600000,0.62702402
"2023-08-01","206718",社区店,2154.6600,3814.1400,6286.3720,5050.25600000,0.42664371
"2023-08-01","207313",社区店,8456.0680,12975.4560,16687.4680,14831.46200000,0.57014392
"2023-08-01","207321",社区店,6735.9360,16457.0000,35704.1920,26080.59600000,0.25827385
"2023-08-01","208556",社区店,24436.5000,36700.0000,41493.0000,39096.50000000,0.62503037
"2023-08-01","208696",社区店,13411.4390,44677.9846,56876.7132,50777.34890000,0.26412247
"2023-08-01","209415",社区店,3934.0000,8286.0000,17651.3600,12968.68000000,0.30334621
"2023-08-01","212947",社区店,6848.2800,20932.5000,24101.5200,22517.01000000,0.30413807
"2023-08-01","213054",社区店,10078.5140,9392.7320,21630.0240,15511.37800000,0.64974975
"2023-08-01","214264",社区店,4055.7200,11130.0000,16715.0000,13922.50000000,0.29130687
"2023-08-01","214796",社区店,19594.2360,73502.4200,76792.8240,75147.62200000,0.26074326
"2023-08-01","215221",社区店,11030.8600,13272.2000,34652.5440,23962.37200000,0.46034090
"2023-08-01","215565",院外店,1378.3400,0.0000,40548.4200,20274.21000000,0.06798489
"2023-08-01","32797",院外店,9175.5840,11040.7040,24646.1400,17843.42200000,0.51422782
"2023-08-01","32821",院外店,23485.8200,23583.3114,31613.1794,27598.24540000,0.85098960
"2023-08-01","38696",社区店,21428.1468,45136.7024,64907.0356,55021.86900000,0.38944781
"2023-08-01","40505",社区店,33462.7050,50555.2110,52122.2720,51338.74150000,0.65180220
"2023-08-01","54878",社区店,20646.1100,25759.1600,35131.0500,30445.10500000,0.67814218
"2023-08-01","58158",社区店,69890.2260,55748.5120,79781.6954,67765.10370000,1.03136012
"2023-08-01","58700",社区店,8210.5960,30149.7600,37684.0440,33916.90200000,0.24207977
"2023-08-01","58722",社区店,16818.1534,22418.0200,45529.8666,33973.94330000,0.49503094
"2023-08-01","61216",非药品老店,12516.0000,7062.0000,8068.0000,7565.00000000,1.65446133
"2023-08-01","64746",社区店,13931.5710,16024.0602,24683.0892,20353.57470000,0.68447784
"2023-08-01","68602",社区店,10904.9400,11045.9960,16054.9494,13550.47270000,0.80476454
"2023-08-01","74123",社区店,74988.9080,27928.3760,40859.4680,34393.92200000,2.18029534
"2023-08-01","79639",院外店,25292.3334,27679.5000,74488.9068,51084.20340000,0.49511065
"2023-08-01","97356",社区店,40924.1601,26600.1240,38927.4639,32763.79395000,1.24906658
"2023-08-01","97376",院外店,11549.3120,13200.7120,14470.0000,13835.35600000,0.83476796
"2023-08-01","98536",社区店,11820.5200,11230.7200,21223.9620,16227.34100000,0.72843234
"2023-09-01","109760",院外店,23391.9120,41226.4395,40638.7095,40932.57450000,0.57147424
"2023-09-01","128540",院外店,16300.6200,17228.9520,25235.6920,21232.32200000,0.76772667
"2023-09-01","130091",社区店,11175.2000,14658.0000,36313.2000,25485.60000000,0.43849075
"2023-09-01","154849",社区店,50898.0680,121844.4328,119091.1980,120467.81540000,0.42250345
"2023-09-01","163093",社区店,34427.0700,55498.6040,78398.0134,66948.30870000,0.51423360
"2023-09-01","165872",院外店,9621.8198,9670.0140,11335.5102,10502.76210000,0.91612279
"2023-09-01","16864",社区店,21019.7220,4075.5140,14929.7920,9502.65300000,2.21198458
"2023-09-01","16865",社区店,31758.3360,43782.3200,49419.2968,46600.80840000,0.68149753
"2023-09-01","16866",社区店,43681.4628,102801.2374,162967.6386,132884.43800000,0.32871766
"2023-09-01","16867",社区店,18525.3200,15097.6000,20779.4600,17938.53000000,1.03271115
"2023-09-01","16869",院外店,76719.9024,205267.0000,207263.1524,206265.07620000,0.37194809
"2023-09-01","16870",社区店,91684.3420,63064.2296,226490.8916,144777.56060000,0.63327729
"2023-09-01","16874",社区店,12751.2594,12723.2060,20889.0866,16806.14630000,0.75872595
"2023-09-01","16875",社区店,15864.7576,16160.0520,26488.4056,21324.22880000,0.74397802
"2023-09-01","16876",社区店,35898.4690,49716.2002,37481.8616,43599.03090000,0.82337768
"2023-09-01","16877",社区店,30310.6008,40026.5778,39565.4370,39796.00740000,0.76164929
"2023-09-01","16879",社区店,23856.3000,34395.6000,37181.7000,35788.65000000,0.66658842
"2023-09-01","16880",社区店,47095.8888,42811.3018,48778.8712,45795.08650000,1.02840484
"2023-09-01","16881",社区店,15923.2620,16258.7430,22812.3810,19535.56200000,0.81509106
"2023-09-01","16883",院外店,74806.6600,441501.4244,447002.7644,444252.09440000,0.16838786
"2023-09-01","16884",院外店,22859.2830,29251.1880,32947.3050,31099.24650000,0.73504298
"2023-09-01","16885",社区店,43364.4262,51386.3800,53397.4254,52391.90270000,0.82769328
"2023-09-01","16887",社区店,39631.5000,70633.7301,93789.1101,82211.42010000,0.48206806
"2023-09-01","16890",社区店,45202.0012,43735.9074,45651.3086,44693.60800000,1.01137507
"2023-09-01","16892",院外店,7955.6800,9929.8800,17262.2000,13596.04000000,0.58514685
"2023-09-01","16893",社区店,36576.9880,46191.0280,59242.7460,52716.88700000,0.69383816
"2023-09-01","16894",社区店,6635.6020,21009.5880,28623.9860,24816.78700000,0.26738360
"2023-09-01","16895",社区店,8208.6220,6987.7060,11509.7340,9248.72000000,0.88754141
"2023-09-01","16896",社区店,15790.0000,27078.9000,28120.9000,27599.90000000,0.57210352
"2023-09-01","16898",社区店,20305.0660,38647.9840,50216.4588,44432.22140000,0.45698966
"2023-09-01","16899",社区店,64645.6800,61122.0000,88743.4200,74932.71000000,0.86271642
"2023-09-01","16900",社区店,23550.2120,26606.6320,22677.0400,24641.83600000,0.95570037
"2023-09-01","16901",社区店,158911.1640,17991.0420,23332.5446,20661.79330000,7.69106348
"2023-09-01","16902",社区店,31596.4500,96576.7840,92141.2050,94358.99450000,0.33485361
"2023-09-01","16903",社区店,24210.8760,45677.7300,55448.5440,50563.13700000,0.47882464
"2023-09-01","16904",社区店,26211.6460,43835.2800,51695.8202,47765.55010000,0.54875628
"2023-09-01","16906",社区店,20824.0334,24479.8960,22855.9512,23667.92360000,0.87984200
"2023-09-01","16907",社区店,68744.4360,28315.9192,48605.6632,38460.79120000,1.78739006
"2023-09-01","16908",社区店,68126.0580,52141.4360,45917.7320,49029.58400000,1.38948880
"2023-09-01","16910",社区店,28266.8560,25381.1320,34841.8612,30111.49660000,0.93873965
"2023-09-01","16911",社区店,87207.0060,94703.8020,51520.7700,73112.28600000,1.19278182
"2023-09-01","16913",社区店,84602.6490,78092.2980,74715.2490,76403.77350000,1.10730982
"2023-09-01","16914",社区店,34490.6604,25029.1274,29855.6670,27442.39720000,1.25683846
"2023-09-01","16917",社区店,12810.0980,9567.0200,40151.3300,24859.17500000,0.51530664
"2023-09-01","16918",社区店,21437.1840,40057.8960,43822.5200,41940.20800000,0.51113680
"2023-09-01","16919",社区店,11740.1120,21188.3080,22708.9960,21948.65200000,0.53488988
"2023-09-01","16920",社区店,31243.6560,14351.9520,12199.7460,13275.84900000,2.35342056
"2023-09-01","16921",社区店,18131.0000,12600.0400,13185.8400,12892.94000000,1.40627351
"2023-09-01","16922",社区店,58591.5140,29628.3400,65814.4908,47721.41540000,1.22778240
"2023-09-01","16924",社区店,61464.4164,36411.4586,30065.9080,33238.68330000,1.84918324
"2023-09-01","16928",社区店,8697.5540,22890.5600,37841.7920,30366.17600000,0.28642243
"2023-09-01","16930",社区店,98453.2112,130605.6000,137717.1402,134161.37010000,0.73384172
"2023-09-01","16933",院外店,41799.6740,31348.5864,42998.1524,37173.36940000,1.12445211
"2023-09-01","170559",社区店,13087.6800,25090.2100,26546.5300,25818.37000000,0.50691348
"2023-09-01","175268",院外店,6921.2334,6242.1668,16752.1334,11497.15010000,0.60199556
"2023-09-01","176166",院外店,10829.5924,35792.3790,39767.9866,37780.18280000,0.28664743
"2023-09-01","177278",院外店,16350.4032,20722.3700,23398.6000,22060.48500000,0.74116245
"2023-09-01","178668",社区店,10730.3420,28977.4640,52405.7700,40691.61700000,0.26369908
"2023-09-01","179249",社区店,15753.6320,14244.1600,43398.7600,28821.46000000,0.54659382
"2023-09-01","181624",社区店,8896.8380,8866.4000,12825.8260,10846.11300000,0.82027893
"2023-09-01","182399",社区店,8893.5130,7944.7040,22982.2200,15463.46200000,0.57513078
"2023-09-01","182985",社区店,6714.5200,7475.2200,12400.5000,9937.86000000,0.67565049
"2023-09-01","183039",社区店,23600.4240,28813.7880,48025.5420,38419.66500000,0.61427979
"2023-09-01","184054",社区店,20905.5690,28150.9500,54006.9669,41078.95845000,0.50891185
"2023-09-01","189606",社区店,12408.3540,17772.0800,32132.1160,24952.09800000,0.49728700
"2023-09-01","190106",院外店,10060.0000,18242.0000,32756.0000,25499.00000000,0.39452527
"2023-09-01","190375",社区店,26404.1820,34209.2400,50787.7554,42498.49770000,0.62129683
"2023-09-01","191398",社区店,15899.1084,14969.6868,18040.9184,16505.30260000,0.96327276
"2023-09-01","192925",社区店,35932.1440,43159.0080,48986.2640,46072.63600000,0.77990206
"2023-09-01","193138",社区店,6043.1960,11327.0180,15269.4220,13298.22000000,0.45443645
"2023-09-01","193416",社区店,13941.3168,24107.8150,26588.1162,25347.96560000,0.54999746
"2023-09-01","198166",院外店,7202.1360,13850.2040,16183.5480,15016.87600000,0.47960281
"2023-09-01","198757",院外店,10607.5500,18060.8000,42769.2500,30415.02500000,0.34876019
"2023-09-01","199489",院外店,1189.0300,2668.6600,2842.0000,2755.33000000,0.43153814
"2023-09-01","199507",社区店,16105.2420,17965.1220,34006.8800,25986.00100000,0.61976608
"2023-09-01","201010",社区店,8601.0400,11429.2240,13167.1840,12298.20400000,0.69937366
"2023-09-01","201113",社区店,42192.9274,41056.7580,46581.6306,43819.19430000,0.96288688
"2023-09-01","202020",社区店,43535.4000,78804.0000,102822.0000,90813.00000000,0.47939612
"2023-09-01","206516",社区店,23212.1260,72820.9960,84329.4180,78575.20700000,0.29541285
"2023-09-01","206688",社区店,6845.4860,9718.9500,22109.8040,15914.37700000,0.43014476
"2023-09-01","206718",社区店,4840.8590,4684.5920,5836.3730,5260.48250000,0.92023098
"2023-09-01","207313",社区店,11119.5820,13613.4680,46111.9500,29862.70900000,0.37235677
"2023-09-01","207321",社区店,6994.5120,27808.7920,29868.2800,28838.53600000,0.24254046
"2023-09-01","208556",社区店,35799.0000,27176.0000,42405.4400,34790.72000000,1.02898129
"2023-09-01","208696",社区店,12311.7878,22394.6150,24671.4022,23533.00860000,0.52317100
"2023-09-01","209415",社区店,3964.0400,10816.0000,14755.7200,12785.86000000,0.31003311
"2023-09-01","212947",社区店,8731.2990,17950.9200,25834.7550,21892.83750000,0.39881988
"2023-09-01","213054",社区店,20542.2880,18701.9680,41239.5040,29970.73600000,0.68541152
"2023-09-01","214264",社区店,6270.0000,11208.0000,20034.0000,15621.00000000,0.40138275
"2023-09-01","214796",社区店,16632.2700,63118.8240,65314.3540,64216.58900000,0.25900270
"2023-09-01","215221",社区店,10080.5880,28115.5440,23537.5160,25826.53000000,0.39031910
"2023-09-01","215565",院外店,9005.2020,14994.6200,20341.7880,17668.20400000,0.50968406
"2023-09-01","216368",社区店,624.2222,0.0000,28436.8000,14218.40000000,0.04390242
"2023-09-01","216723",院外店,,0.0000,40362.0000,20181.00000000,
"2023-09-01","32797",院外店,25194.7354,22610.9800,20223.9242,21417.45210000,1.17636473
"2023-09-01","32821",院外店,21242.4600,27925.3394,25744.3794,26834.85940000,0.79159945
"2023-09-01","38696",社区店,25241.2404,47909.0836,61029.6716,54469.37760000,0.46340240
