"TABLENAME","CNNAME","KINDS","PKCOLUMN","MEMO"
"TPL_GOODS_PACKS_HIS","","1","",""
"XYUE_CHANGE_PUBGOODSID_TMP","","1","",""
"XYUE_ERPGOODSID_IWCSFLAG","","1","",""
"XYUE_ERPGOODSID_IWCSFLAG1","","1","",""
"XYUE_MYFALE","","1","",""
"XYUE_MYFALE1","","1","",""
"XYUE_TMP_20241222","","1","",""
"XYUE_TMP_ADD_4201","","1","",""
"WMS_GOODS_FEATURE_HIS","","1","",""
"XYUE_TMP_2GOODSID","","1","",""
"XYUE_TMP_2GOODSID_OWNERGOODSID","","1","",""
"XYUE_ADD_PUBCOMPANY","","1","",""
"LY_GSP_QUALITY_FEEDBACK","","1","",""
"TEMP_BUSCOPE","","1","",""
"CHW_TMP_SECTION","","1","",""
"LY_API_IMP_INVOMSG","","1","",""
"XYUE_TMP_PD_GOODSID1","","1","",""
"XYUE_REBACK_GOODSID","","1","",""
"KELUN_EXP_PURCHASE","","1","",""
"XYUE_OUT_ORDER","","1","",""
"KELUN_IMP_GOODS_CHARACTERISTIC","","1","",""
"KELUN_EXP_PURCHASE_ITEM","","1","",""
"KELUN_IMP_GOODS_PACKS","","1","",""
"KELUN_IMP_GOODS","","1","",""
"KELUN_IMP_GOODS_CLASSIFICATION","","1","",""
"BOND_WAREHOUSE_QTY_V","","2","",""
"LY_API_INORDER_FINISH_V","","2","",""
"LY_API_LOT_MODIFY_V","","2","",""
"LY_API_OUTORDER_FINISH","","2","",""
"LY_API_OUTORDER_PACKINGMSG","","2","",""
"LY_API_QUAILTY_FEEDBACK_V","","2","",""
"LY_API_QUERY_CONSERVE_V","","2","",""
"LY_API_QUERY_INCHECK_V","","2","",""
"LY_API_QUERY_OUTCHECK_V","","2","",""
"LY_API_QUERY_RECEIPT_V","","2","",""
"LY_API_QUERY_STQTY_V","","2","",""
"LY_API_QUERY_TR_V","","2","",""
"LY_API_TRADE_ORDER_V","","2","",""
"MSFX_TRANSPORTTEMP_V1","","2","",""
"TPLA_EDI_T340_20250122BAK_V","","2","",""
"WMS_ECODE_RECORD_V_BAK20240623","","2","",""
"WMS_ST_IO_DOC_V20240402","","2","",""
"WMS_ST_IO_DOC_V_240402_1","","2","",""
"XYUE_ECODE_TEST_V","","2","",""
"ZX_19023_V","","2","",""
"ZX_19024_V","","2","",""
"ZX_19025_V","","2","",""
"ZX_19105_V","","2","",""
"ZX_19106_V","","2","",""
"ZX_19108_V","","2","",""
"ZX_20000_V","","2","",""
"ZX_20001_V","","2","",""
"ZX_20002_V","","2","",""
"ZX_20003_V","","2","",""
"ZX_20004_V","","2","",""
"ZX_20005_V","","2","",""
"ZX_20006_V","","2","",""
"ZX_20007_V","","2","",""
"ZX_20008_V","","2","",""
"ZX_20009_V","","2","",""
"ZX_20010_V","","2","",""
"ZX_20011_V","","2","",""
"ZX_20012_V","","2","",""
"ZX_20013_V","","2","",""
"ZX_20018_V","","2","",""
"ZX_20019_V","","2","",""
"ZX_21001_V","","2","",""
"ZX_21002_V","","2","",""
"ZX_21003_V","","2","",""
"ZX_21004_V","","2","",""
"ZX_21005_V","","2","",""
"ZX_6303_V","","2","",""
"ZX_710090_V","","2","",""
"ZX_710091_V","","2","",""
"ZX_710092_V","","2","",""
"ZX_710093_V","","2","",""
"ZX_710095_DOC_V","","2","",""
"ZX_710095_DTL_V","","2","",""
"ZX_710097_V","","2","",""
"ZX_710098_V","","2","",""
"ZX_710100_V","","2","",""
"ZX_710101_V","","2","",""
"ZX_710102_V","","2","",""
"ZX_710104_V","","2","",""
"ZX_710105_V","","2","",""
"ZX_81012_V","","2","",""
"ZX_8701_V","","2","",""
"ZX_KL_ST_QTY_LST_V","","2","",""
